Event	ID	Name			Wwise Object Path	Notes
	1335462781	SeekToEnd_TransmissionIntercepted			\Music Work Unit\Music Events\SeekToEnd_TransmissionIntercepted	
	1371976383	Play_Answer_Can_You_Hear_Us_YesOrNo			\Andy VO Work Unit\Vertical Slice\StoryVO\Story_Callbacks\Play_Answer_Can_You_Hear_Us_YesOrNo	
	1484727235	Stop_MainStoryVO			\Andy VO Work Unit\Vertical Slice\StoryVO\Stop_MainStoryVO	
	1525200513	play_Test_Event_08_Mid			\Default Work Unit\Test Events\play_Test_Event_08_Mid	
	1659955442	Cooldown01_Start			\Andy VO Work Unit\Production 2\Training Run\Wrapper\Cooldown01_Start	
	1667728183	Play_Sprint_Start_SFX			\Andy VO Work Unit\Vertical Slice\RandomEncounterVO\Play_Sprint_Start_SFX	
	1721609095	play_Test_Event_20_Mid			\Default Work Unit\Test Events\play_Test_Event_20_Mid	
	1731118667	Answer_RespondedNo			\Andy VO Work Unit\Vertical Slice\StoryVO\Answer_RespondedNo	
	1758850059	Warmup04_GeneralTip			\Andy VO Work Unit\Production 2\Training Run\Wrapper\Warmup04_GeneralTip	
	1814702801	play_Test_Event_01_Lo			\Default Work Unit\Test Events\play_Test_Event_01_Lo	
	1872227323	MUS_StorySwitch_Downtime_Banter			\Music Work Unit\Music Events\Story Music\MUS_StorySwitch_Downtime_Banter	
	1881813347	play_Test_Event_01_Hi			\Default Work Unit\Test Events\play_Test_Event_01_Hi	
	1893819023	TR_Downtime_Chat_Hope			\Andy VO Work Unit\Production 2\Training Run\Wrapper\TR_Downtime_Chat_Hope	
	1964710593	AVG_Length_02min			\Andy VO Work Unit\Production 2\Training Run\TR Task Type Pace\AVG_Length_02min	
	1981587120	MUS_StorySwitch_Silence			\Music Work Unit\Music Events\Story Music\MUS_StorySwitch_Silence	
	2006016357	MUS_StorySwitch_SegmentIntroAnnouncer			\Music Work Unit\Music Events\Story Music\MUS_StorySwitch_SegmentIntroAnnouncer	
	2069860309	Warmup03_EarlyTip			\Andy VO Work Unit\Production 2\Training Run\Wrapper\Warmup03_EarlyTip	
	2092557675	Play_QuestionSilence			\Andy VO Work Unit\Vertical Slice\StoryVO\Story_Callbacks\Play_QuestionSilence	
	2100844704	play_Test_Event_13_Hi			\Default Work Unit\Test Events\play_Test_Event_13_Hi	
	2137119422	Answer_NoResponse			\Andy VO Work Unit\Vertical Slice\StoryVO\Answer_NoResponse	
	2167955322	play_Test_Event_13_Lo			\Default Work Unit\Test Events\play_Test_Event_13_Lo	
	2199972254	Stop_StatusVO_Jenny			\Andy VO Work Unit\Production 2\StatusVO\Stop_StatusVO_Jenny	
	2229406378	Play_POI_Update			\Andy VO Work Unit\Production 2\StatusVO\Play_POI_Update	
	2308266464	YesNo_Listening_Start			\Andy VO Work Unit\Vertical Slice\StoryVO\YesNo_Listening_Start	
	2433195267	TR_Goodbye			\Andy VO Work Unit\Production 2\Training Run\Wrapper\TR_Goodbye	
	2446964741	Play_StatusVO			\Andy VO Work Unit\Production 2\StatusVO\Play_StatusVO	
	2474963163	Stop_StatusVO			\Andy VO Work Unit\Production 2\StatusVO\Stop_StatusVO	
	2527496819	Cooldown02_GreetDorian			\Andy VO Work Unit\Production 2\Training Run\Wrapper\Cooldown02_GreetDorian	
	2553800496	Stop_StatusVO_Drew			\Andy VO Work Unit\Production 2\StatusVO\Stop_StatusVO_Drew	
	2627910291	play_Test_Event_02_Mid			\Default Work Unit\Test Events\play_Test_Event_02_Mid	
	2703905627	Play_SprintMusic_FreeRun			\Music Work Unit\Music Events\Play_SprintMusic_FreeRun	
	2754410394	Play_StoryMusic			\Music Work Unit\Music Events\Story Music\Play_StoryMusic	
	2822808608	Play_Sprint_Reward_SFX			\Andy VO Work Unit\Vertical Slice\RandomEncounterVO\Play_Sprint_Reward_SFX	
	2839362009	play_Test_Event_03_Hi			\Default Work Unit\Test Events\play_Test_Event_03_Hi	
	2843828125	play_Test_Event_PC			\Default Work Unit\Test Events\play_Test_Event_PC	
	2906472339	play_Test_Event_03_Lo			\Default Work Unit\Test Events\play_Test_Event_03_Lo	
	2949048671	Answer_RespondedYes			\Andy VO Work Unit\Vertical Slice\StoryVO\Answer_RespondedYes	
	3012476463	play_Test_Event_05_Hi			\Default Work Unit\Test Events\play_Test_Event_05_Hi	
	3079587069	play_Test_Event_05_Lo			\Default Work Unit\Test Events\play_Test_Event_05_Lo	
	3104281102	play_Test_Event_08_Lo			\Default Work Unit\Test Events\play_Test_Event_08_Lo	
	3120514109	Test_AudioInput_Stop			\Default Work Unit\Test Events\Test_AudioInput_Stop	
	3124392433	Stop_TransmissionIntercepted			\Music Work Unit\Music Events\Stop_TransmissionIntercepted	
	3171391684	play_Test_Event_08_Hi			\Default Work Unit\Test Events\play_Test_Event_08_Hi	
	3241564760	Play_FreeRun_DR			\Music Work Unit\Music Events\Play_FreeRun_DR	
	3245563844	play_Test_Event_20_Lo			\Default Work Unit\Test Events\play_Test_Event_20_Lo	
	3283867797	play_Test_Event_13_Mid			\Default Work Unit\Test Events\play_Test_Event_13_Mid	
	3312674206	play_Test_Event_20_Hi			\Default Work Unit\Test Events\play_Test_Event_20_Hi	
	3404599434	Resume_MainStoryVO			\Andy VO Work Unit\Vertical Slice\StoryVO\Resume_MainStoryVO	
	3412275551	SpecialEventHasPlayed			\Andy VO Work Unit\Vertical Slice\StoryVO\Story_Callbacks\SpecialEventHasPlayed	
	3427680315	Play_RunBotSpeaks_TTS_Silence			\Andy VO Work Unit\Vertical Slice\StoryVO\Story_Callbacks\Play_RunBotSpeaks_TTS_Silence	
	3489605069	MUS_StorySwitch_MusicBreak			\Music Work Unit\Music Events\Story Music\MUS_StorySwitch_MusicBreak	
	3518101609	Rewind_StoryNumber			\Andy VO Work Unit\Vertical Slice\StoryVO\Story_Callbacks\Rewind_StoryNumber	
	3522754059	Play_FreeRun			\Music Work Unit\Music Events\Play_FreeRun	
	3569494464	play_Test_Event_05_Mid			\Default Work Unit\Test Events\play_Test_Event_05_Mid	
	3590818382	MUS_StorySwitch_Danger			\Music Work Unit\Music Events\Story Music\MUS_StorySwitch_Danger	
	3594956877	Cooldown05_LateTip			\Andy VO Work Unit\Production 2\Training Run\Wrapper\Cooldown05_LateTip	
	3631747407	WinStreak_Reset			\Andy VO Work Unit\Vertical Slice\RandomEncounterVO\WinStreak_Reset	
	3669806346	Cooldown04_GeneralTip			\Andy VO Work Unit\Production 2\Training Run\Wrapper\Cooldown04_GeneralTip	
	3679762312	Resume_All			\Default Work Unit\Resume_All	
	3694620147	Warmup01_GreetDorian			\Andy VO Work Unit\Production 2\Training Run\Wrapper\Warmup01_GreetDorian	
	3712167165	Warmup06_End			\Andy VO Work Unit\Production 2\Training Run\Wrapper\Warmup06_End	
	3714020913	Play_RunbotChime_POI			\Andy VO Work Unit\Production 2\Training Run\Play_RunbotChime_POI	
	3819091854	Mission_Accomplished			\Andy VO Work Unit\Production 2\Mission_Accomplished	
	3820208686	WinStreak_Subtract_Point5			\Andy VO Work Unit\Vertical Slice\RandomEncounterVO\WinStreak_Subtract_Point5	
	3825021666	TR_Welcome			\Andy VO Work Unit\Production 2\Training Run\Wrapper\TR_Welcome	
	3864097025	Pause_All			\Default Work Unit\Pause_All	
	3919021021	MUS_StorySwitch_SegmentIntroProducers			\Music Work Unit\Music Events\Story Music\MUS_StorySwitch_SegmentIntroProducers	
	3956380254	Test_AudioInput			\Default Work Unit\Test Events\Test_AudioInput	
	3990430085	MUS_StorySwitch_LikelikesPromise			\Music Work Unit\Music Events\Story Music\MUS_StorySwitch_LikelikesPromise	
	4004199629	Stop_SprintMusic			\Music Work Unit\Music Events\Stop_SprintMusic	
	4005240666	MUS_StorySwitch_SomethingAmazing			\Music Work Unit\Music Events\Story Music\MUS_StorySwitch_SomethingAmazing	
	4036207554	WinStreak_Subtract_1			\Andy VO Work Unit\Vertical Slice\RandomEncounterVO\WinStreak_Subtract_1	
	4127197095	Play_TransmissionIntercepted			\Music Work Unit\Music Events\Play_TransmissionIntercepted	
	4255714821	Cooldown06_GoodbyeDorian			\Andy VO Work Unit\Production 2\Training Run\Wrapper\Cooldown06_GoodbyeDorian	

Switch Group	ID	Name			Wwise Object Path	Notes
	529726532	End			\Music Work Unit\End	
	662238170	WinCount			\Default Work Unit\WinCount	
	779465698	SecondNumber			\Andy VO Work Unit\StatusVO\PaceVO\SecondNumber	
	890093215	SamePacePlayersPercent			\Andy VO Work Unit\SocialVO\Misc Voice Stitching\SamePacePlayersPercent	
	960462717	Priority			\Andy VO Work Unit\TestEventSyncs\Priority	
	1662562591	StoryMusicSceneSelect			\Music Work Unit\StoryMusicSceneSelect	
	1957151214	SilenceLength			\Andy VO Work Unit\TestEventSyncs\SilenceLength	
	1986539861	YesNoMaybe			\Andy VO Work Unit\StoryVO\YesNoMaybe	
	2623067566	RegOrUnder4OrOver30_Minutes			\Andy VO Work Unit\StatusVO\PaceVO\RegOrUnder4OrOver30_Minutes	
	2860169178	CurrentPlayersNumberTeam			\Andy VO Work Unit\SocialVO\Misc Voice Stitching\CurrentPlayersNumberTeam	
	2867379316	JoinPoint_MusicControl			\Andy VO Work Unit\SocialVO\JoinPoint_MusicControl	
	2950090522	MinuteNumber			\Andy VO Work Unit\StatusVO\PaceVO\MinuteNumber	
	3013677290	JoinPointTotalTime			\Andy VO Work Unit\SocialVO\JoinPointTotalTime	
	3140762662	SegmentScore			\Default Work Unit\SegmentScore	
	3881798847	StoryNumber			\Andy VO Work Unit\StoryVO\StoryNumber	
	4223744879	StoryEpisode			\Andy VO Work Unit\StoryVO\StoryEpisode	

Switch	ID	Name	Switch Group			Notes
	529726532	End	End			
	3034684705	Music_Looping	End			
	678209053	Two	WinCount			
	766521211	Zero	WinCount			
	912956111	Three	WinCount			
	1064933119	One	WinCount			
	3177761616	Second_08	SecondNumber			
	3177761617	Second_09	SecondNumber			
	3177761625	Second_01	SecondNumber			
	3177761626	Second_02	SecondNumber			
	3177761627	Second_03	SecondNumber			
	3177761628	Second_04	SecondNumber			
	3177761629	Second_05	SecondNumber			
	3177761630	Second_06	SecondNumber			
	3177761631	Second_07	SecondNumber			
	3194539202	Second_19	SecondNumber			
	3194539203	Second_18	SecondNumber			
	3194539208	Second_13	SecondNumber			
	3194539209	Second_12	SecondNumber			
	3194539210	Second_11	SecondNumber			
	3194539211	Second_10	SecondNumber			
	3194539212	Second_17	SecondNumber			
	3194539213	Second_16	SecondNumber			
	3194539214	Second_15	SecondNumber			
	3194539215	Second_14	SecondNumber			
	3211316918	Second_28	SecondNumber			
	3211316919	Second_29	SecondNumber			
	3211316920	Second_26	SecondNumber			
	3211316921	Second_27	SecondNumber			
	3211316922	Second_24	SecondNumber			
	3211316923	Second_25	SecondNumber			
	3211316924	Second_22	SecondNumber			
	3211316925	Second_23	SecondNumber			
	3211316926	Second_20	SecondNumber			
	3211316927	Second_21	SecondNumber			
	3228094480	Second_31	SecondNumber			
	3228094481	Second_30	SecondNumber			
	3228094482	Second_33	SecondNumber			
	3228094483	Second_32	SecondNumber			
	3228094484	Second_35	SecondNumber			
	3228094485	Second_34	SecondNumber			
	3228094486	Second_37	SecondNumber			
	3228094487	Second_36	SecondNumber			
	3228094488	Second_39	SecondNumber			
	3228094489	Second_38	SecondNumber			
	3244872064	Second_44	SecondNumber			
	3244872065	Second_45	SecondNumber			
	3244872066	Second_46	SecondNumber			
	3244872067	Second_47	SecondNumber			
	3244872068	Second_40	SecondNumber			
	3244872069	Second_41	SecondNumber			
	3244872070	Second_42	SecondNumber			
	3244872071	Second_43	SecondNumber			
	3244872076	Second_48	SecondNumber			
	3244872077	Second_49	SecondNumber			
	3261649776	Second_57	SecondNumber			
	3261649777	Second_56	SecondNumber			
	3261649778	Second_55	SecondNumber			
	3261649779	Second_54	SecondNumber			
	3261649780	Second_53	SecondNumber			
	3261649781	Second_52	SecondNumber			
	3261649782	Second_51	SecondNumber			
	3261649783	Second_50	SecondNumber			
	3261649790	Second_59	SecondNumber			
	3261649791	Second_58	SecondNumber			
	3476314365	Second	SecondNumber			
	297596451	Forty	SamePacePlayersPercent			
	416905362	Sixty	SamePacePlayersPercent			
	614582933	Fifty	SamePacePlayersPercent			
	855561750	Twenty	SamePacePlayersPercent			
	913095698	Ten	SamePacePlayersPercent			
	917820997	Seventy	SamePacePlayersPercent			
	1461002489	OneHundred	SamePacePlayersPercent			
	1461439505	Thirty	SamePacePlayersPercent			
	2533513560	Ninety	SamePacePlayersPercent			
	4288211107	Eighty	SamePacePlayersPercent			
	1182670505	Mid	Priority			
	1702304870	Lo	Priority			
	1769415228	Hi	Priority			
	1688134387	MusicBreak	StoryMusicSceneSelect			
	2126910947	SegmentIntroAnnouncer	StoryMusicSceneSelect			
	2392952887	SegmentIntroProducers	StoryMusicSceneSelect			
	2603372109	ActionRegular	StoryMusicSceneSelect			
	3041563226	Silence	StoryMusicSceneSelect			
	3357992335	LikelikesPromise	StoryMusicSceneSelect			
	3799907094	DowntimeBanter	StoryMusicSceneSelect			
	3911279536	SomethingAmazing	StoryMusicSceneSelect			
	3933198074	BackseatDrums	StoryMusicSceneSelect			
	4174463524	Danger	StoryMusicSceneSelect			
	3177761616	second_08	SilenceLength			
	3177761617	second_09	SilenceLength			
	3177761625	second_01	SilenceLength			
	3177761626	second_02	SilenceLength			
	3177761627	second_03	SilenceLength			
	3177761628	second_04	SilenceLength			
	3177761629	second_05	SilenceLength			
	3177761630	second_06	SilenceLength			
	3177761631	second_07	SilenceLength			
	3194539202	second_19	SilenceLength			
	3194539203	second_18	SilenceLength			
	3194539208	second_13	SilenceLength			
	3194539209	second_12	SilenceLength			
	3194539210	second_11	SilenceLength			
	3194539211	second_10	SilenceLength			
	3194539212	second_17	SilenceLength			
	3194539213	second_16	SilenceLength			
	3194539214	second_15	SilenceLength			
	3194539215	second_14	SilenceLength			
	3211316918	second_28	SilenceLength			
	3211316919	second_29	SilenceLength			
	3211316920	second_26	SilenceLength			
	3211316921	second_27	SilenceLength			
	3211316922	second_24	SilenceLength			
	3211316923	second_25	SilenceLength			
	3211316924	second_22	SilenceLength			
	3211316925	second_23	SilenceLength			
	3211316926	second_20	SilenceLength			
	3211316927	second_21	SilenceLength			
	3228094481	second_30	SilenceLength			
	979470758	Yes	YesNoMaybe			
	1158016727	Maybe	YesNoMaybe			
	1668749452	No	YesNoMaybe			
	781785234	OVER30	RegOrUnder4OrOver30_Minutes			
	3112830623	UNDER4	RegOrUnder4OrOver30_Minutes			
	3688905975	REGULARMINUTE	RegOrUnder4OrOver30_Minutes			
	274470240	Seven	CurrentPlayersNumberTeam			
	577793775	Six	CurrentPlayersNumberTeam			
	678209053	Two	CurrentPlayersNumberTeam			
	912956111	Three	CurrentPlayersNumberTeam			
	913095698	Ten	CurrentPlayersNumberTeam			
	1064933119	One	CurrentPlayersNumberTeam			
	1285484693	Nine	CurrentPlayersNumberTeam			
	1715921918	Eight	CurrentPlayersNumberTeam			
	2611770117	Five	CurrentPlayersNumberTeam			
	2863728729	Four	CurrentPlayersNumberTeam			
	3050958819	ALot	CurrentPlayersNumberTeam			
	537289917	ThemedMusic	JoinPoint_MusicControl			
	3482142806	FreeRun	JoinPoint_MusicControl			
	2924478803	Minute_03	MinuteNumber			
	2924478804	Minute_04	MinuteNumber			
	2924478805	Minute_05	MinuteNumber			
	2924478806	Minute_06	MinuteNumber			
	2924478807	Minute_07	MinuteNumber			
	2924478808	Minute_08	MinuteNumber			
	2924478809	Minute_09	MinuteNumber			
	2941256384	Minute_13	MinuteNumber			
	2941256385	Minute_12	MinuteNumber			
	2941256386	Minute_11	MinuteNumber			
	2941256387	Minute_10	MinuteNumber			
	2941256388	Minute_17	MinuteNumber			
	2941256389	Minute_16	MinuteNumber			
	2941256390	Minute_15	MinuteNumber			
	2941256391	Minute_14	MinuteNumber			
	2941256394	Minute_19	MinuteNumber			
	2941256395	Minute_18	MinuteNumber			
	2958034096	Minute_26	MinuteNumber			
	2958034097	Minute_27	MinuteNumber			
	2958034098	Minute_24	MinuteNumber			
	2958034099	Minute_25	MinuteNumber			
	2958034100	Minute_22	MinuteNumber			
	2958034101	Minute_23	MinuteNumber			
	2958034102	Minute_20	MinuteNumber			
	2958034103	Minute_21	MinuteNumber			
	2958034110	Minute_28	MinuteNumber			
	2958034111	Minute_29	MinuteNumber			
	2974811689	Minute_30	MinuteNumber			
	258555455	Time_1290	JoinPointTotalTime			
	342443486	Time_1260	JoinPointTotalTime			
	375998756	Time_1200	JoinPointTotalTime			
	426331645	Time_1230	JoinPointTotalTime			
	810961030	Time_210	JoinPointTotalTime			
	844516332	Time_270	JoinPointTotalTime			
	878218665	Time_150	JoinPointTotalTime			
	878365696	Time_090	JoinPointTotalTime			
	894849189	Time_240	JoinPointTotalTime			
	894996252	Time_120	JoinPointTotalTime			
	995956220	Time_780	JoinPointTotalTime			
	1029364331	Time_000	JoinPointTotalTime			
	1046141918	Time_030	JoinPointTotalTime			
	1062772442	Time_180	JoinPointTotalTime			
	1079844251	Time_750	JoinPointTotalTime			
	1080829957	Time_990	JoinPointTotalTime			
	1097607672	Time_960	JoinPointTotalTime			
	1130030077	Time_060	JoinPointTotalTime			
	1163732410	Time_720	JoinPointTotalTime			
	1181495703	Time_930	JoinPointTotalTime			
	1198273290	Time_900	JoinPointTotalTime			
	2154720528	Time_1020	JoinPointTotalTime			
	2167969530	Time_DOWNTIME	JoinPointTotalTime			
	2219118662	Time_ToggleOffUpdates	JoinPointTotalTime			
	2221978163	Time_1140	JoinPointTotalTime			
	2238755750	Time_1170	JoinPointTotalTime			
	2272163861	Time_1050	JoinPointTotalTime			
	2272310924	Time_1110	JoinPointTotalTime			
	2322496750	Time_1080	JoinPointTotalTime			
	2874358000	Time_300	JoinPointTotalTime			
	2892959968	Time_810	JoinPointTotalTime			
	2924690761	Time_330	JoinPointTotalTime			
	2959231769	Time_510	JoinPointTotalTime			
	2959378928	Time_450	JoinPointTotalTime			
	2975023618	Time_360	JoinPointTotalTime			
	2976848031	Time_840	JoinPointTotalTime			
	2992787071	Time_570	JoinPointTotalTime			
	2993625714	Time_870	JoinPointTotalTime			
	3009564626	Time_540	JoinPointTotalTime			
	3025356507	Time_390	JoinPointTotalTime			
	3076822261	Time_420	JoinPointTotalTime			
	3177487879	Time_480	JoinPointTotalTime			
	3227526642	Time_690	JoinPointTotalTime			
	3277859403	Time_660	JoinPointTotalTime			
	3328192260	Time_630	JoinPointTotalTime			
	3378525149	Time_600	JoinPointTotalTime			
	979765101	Win	SegmentScore			
	1560199862	SuperFail	SegmentScore			
	2596272617	Fail	SegmentScore			
	3573754172	SuperWin	SegmentScore			
	2611247776	Story_096	StoryNumber			
	2611247777	Story_097	StoryNumber			
	2611247778	Story_094	StoryNumber			
	2611247779	Story_095	StoryNumber			
	2611247780	Story_092	StoryNumber			
	2611247781	Story_093	StoryNumber			
	2611247782	Story_090	StoryNumber			
	2611247783	Story_091	StoryNumber			
	2611247790	Story_098	StoryNumber			
	2611247791	Story_099	StoryNumber			
	2628025360	Story_089	StoryNumber			
	2628025361	Story_088	StoryNumber			
	2628025368	Story_081	StoryNumber			
	2628025369	Story_080	StoryNumber			
	2628025370	Story_083	StoryNumber			
	2628025371	Story_082	StoryNumber			
	2628025372	Story_085	StoryNumber			
	2628025373	Story_084	StoryNumber			
	2628025374	Story_087	StoryNumber			
	2628025375	Story_086	StoryNumber			
	2661433480	Story_100	StoryNumber			
	2711913520	Story_038	StoryNumber			
	2711913521	Story_039	StoryNumber			
	2711913528	Story_030	StoryNumber			
	2711913529	Story_031	StoryNumber			
	2711913530	Story_032	StoryNumber			
	2711913531	Story_033	StoryNumber			
	2711913532	Story_034	StoryNumber			
	2711913533	Story_035	StoryNumber			
	2711913534	Story_036	StoryNumber			
	2711913535	Story_037	StoryNumber			
	2728691106	Story_029	StoryNumber			
	2728691107	Story_028	StoryNumber			
	2728691112	Story_023	StoryNumber			
	2728691113	Story_022	StoryNumber			
	2728691114	Story_021	StoryNumber			
	2728691115	Story_020	StoryNumber			
	2728691116	Story_027	StoryNumber			
	2728691117	Story_026	StoryNumber			
	2728691118	Story_025	StoryNumber			
	2728691119	Story_024	StoryNumber			
	2745468694	Story_018	StoryNumber			
	2745468695	Story_019	StoryNumber			
	2745468696	Story_016	StoryNumber			
	2745468697	Story_017	StoryNumber			
	2745468698	Story_014	StoryNumber			
	2745468699	Story_015	StoryNumber			
	2745468700	Story_012	StoryNumber			
	2745468701	Story_013	StoryNumber			
	2745468702	Story_010	StoryNumber			
	2745468703	Story_011	StoryNumber			
	2762246384	Story_001	StoryNumber			
	2762246386	Story_003	StoryNumber			
	2762246387	Story_002	StoryNumber			
	2762246388	Story_005	StoryNumber			
	2762246389	Story_004	StoryNumber			
	2762246390	Story_007	StoryNumber			
	2762246391	Story_006	StoryNumber			
	2762246392	Story_009	StoryNumber			
	2762246393	Story_008	StoryNumber			
	2779023968	Story_074	StoryNumber			
	2779023969	Story_075	StoryNumber			
	2779023970	Story_076	StoryNumber			
	2779023971	Story_077	StoryNumber			
	2779023972	Story_070	StoryNumber			
	2779023973	Story_071	StoryNumber			
	2779023974	Story_072	StoryNumber			
	2779023975	Story_073	StoryNumber			
	2779023980	Story_078	StoryNumber			
	2779023981	Story_079	StoryNumber			
	2795801552	Story_067	StoryNumber			
	2795801553	Story_066	StoryNumber			
	2795801554	Story_065	StoryNumber			
	2795801555	Story_064	StoryNumber			
	2795801556	Story_063	StoryNumber			
	2795801557	Story_062	StoryNumber			
	2795801558	Story_061	StoryNumber			
	2795801559	Story_060	StoryNumber			
	2795801566	Story_069	StoryNumber			
	2795801567	Story_068	StoryNumber			
	2812579138	Story_058	StoryNumber			
	2812579139	Story_059	StoryNumber			
	2812579144	Story_052	StoryNumber			
	2812579145	Story_053	StoryNumber			
	2812579146	Story_050	StoryNumber			
	2812579147	Story_051	StoryNumber			
	2812579148	Story_056	StoryNumber			
	2812579149	Story_057	StoryNumber			
	2812579150	Story_054	StoryNumber			
	2812579151	Story_055	StoryNumber			
	2829356852	Story_049	StoryNumber			
	2829356853	Story_048	StoryNumber			
	2829356856	Story_045	StoryNumber			
	2829356857	Story_044	StoryNumber			
	2829356858	Story_047	StoryNumber			
	2829356859	Story_046	StoryNumber			
	2829356860	Story_041	StoryNumber			
	2829356861	Story_040	StoryNumber			
	2829356862	Story_043	StoryNumber			
	2829356863	Story_042	StoryNumber			
	554856176	ST_14	StoryEpisode			
	554856177	ST_15	StoryEpisode			
	554856178	ST_16	StoryEpisode			
	554856179	ST_17	StoryEpisode			
	554856180	ST_10	StoryEpisode			
	554856181	ST_11	StoryEpisode			
	554856182	ST_12	StoryEpisode			
	554856183	ST_13	StoryEpisode			
	554856188	ST_18	StoryEpisode			
	554856189	ST_19	StoryEpisode			
	571633760	ST_07	StoryEpisode			
	571633761	ST_06	StoryEpisode			
	571633762	ST_05	StoryEpisode			
	571633763	ST_04	StoryEpisode			
	571633764	ST_03	StoryEpisode			
	571633765	ST_02	StoryEpisode			
	571633766	ST_01	StoryEpisode			
	571633767	ST_00	StoryEpisode			
	571633774	ST_09	StoryEpisode			
	571633775	ST_08	StoryEpisode			
	605188940	ST_21	StoryEpisode			
	605188941	ST_20	StoryEpisode			

State Group	ID	Name			Wwise Object Path	Notes
	1022820461	GRTheme			\Default Work Unit\GRTheme	
	1222951626	BuddyState			\Default Work Unit\BuddyState	
	1895473648	Pace			\Default Work Unit\Pace	
	2875090560	TempoLevel			\Default Work Unit\TempoLevel	
	4244151244	SprintState			\Default Work Unit\SprintState	

State	ID	Name	State Group			Notes
	748895195	None	GRTheme			
	1201743821	NHIE	GRTheme			
	4267491435	NoTheme	GRTheme			
	689087500	NoBuddy	BuddyState			
	748895195	None	BuddyState			
	1518046061	WithLikelike	BuddyState			
	3252477805	WithStaplersale	BuddyState			
	748895195	None	Pace			
	1712600495	OnPace	Pace			
	1956431059	SlowerThanPacer	Pace			
	2984842356	FasterThanPacer	Pace			
	748895195	None	TempoLevel			
	1053209283	Trainee	TempoLevel			
	1999839540	Conductor	TempoLevel			
	2425894640	Maestro	TempoLevel			
	3533280825	Associate	TempoLevel			
	3682226143	Assistant	TempoLevel			
	748895195	None	SprintState			
	3691594375	Sprinting	SprintState			

Custom State	ID	Name	State Group	Owner		Notes
