Event	ID	Name			Wwise Object Path	Notes
	524725609	Play_Fitness_Sprint			\Andy VO Work Unit\Production 2\Training Run\Play_Fitness_Sprint	
	539364318	Tracking1_STOP			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Callback Events\Tracking1_STOP	
	627375447	Disaster01_Intro_SPR_30s			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Disaster01\Disaster01_Intro_SPR_30s	
	701687359	Disaster01_Intro_INT_1min5p			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Disaster01\Disaster01_Intro_INT_1min5p	
	771196237	Play_Fitness_Mission			\Andy VO Work Unit\Production 2\Training Run\Play_Fitness_Mission	
	795023837	Tracking2_START			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Callback Events\Tracking2_START	
	807327980	Disaster01_FAIL			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Interval PowerAura\Disaster01_FAIL	
	810562869	Disaster01_Start_SPR_30s			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Disaster01\Disaster01_Start_SPR_30s	
	940328253	Disaster02_Checkpoint_Fail_GEN_Section			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Disaster02\Disaster02_Checkpoint_Fail_GEN_Section	
	963000916	Section01_AVG_End			\Andy VO Work Unit\Production 2\Training Run\TR Task Type Pace\Section01_AVG_End	
	979037421	AMB_Disaster_Earthquake			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Disaster MUS Stems\AMB_Disaster_Earthquake	
	991370808	Disaster03_Checkpoint_Fail_GEN_Section			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Disaster03\Disaster03_Checkpoint_Fail_GEN_Section	
	1030272407	Section_START			\Andy VO Work Unit\Production 2\Training Run\Section_START	
	1072259249	Disaster01_Start_INT_1min5p			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Disaster01\Disaster01_Start_INT_1min5p	
	1163600704	DisasterOrder_10			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Disaster Order\DisasterOrder_10	
	1163600705	DisasterOrder_11			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Disaster Order\DisasterOrder_11	
	1163600706	DisasterOrder_12			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Disaster Order\DisasterOrder_12	
	1180378416	DisasterOrder_03			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Disaster Order\DisasterOrder_03	
	1180378417	DisasterOrder_02			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Disaster Order\DisasterOrder_02	
	1180378418	DisasterOrder_01			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Disaster Order\DisasterOrder_01	
	1180378420	DisasterOrder_07			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Disaster Order\DisasterOrder_07	
	1180378421	DisasterOrder_06			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Disaster Order\DisasterOrder_06	
	1180378422	DisasterOrder_05			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Disaster Order\DisasterOrder_05	
	1180378423	DisasterOrder_04			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Disaster Order\DisasterOrder_04	
	1180378426	DisasterOrder_09			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Disaster Order\DisasterOrder_09	
	1180378427	DisasterOrder_08			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Disaster Order\DisasterOrder_08	
	1223870038	Mixie_Mission_End			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Mixie_Mission_End	
	1285309780	Section03_AVG_End_Placeholder			\Andy VO Work Unit\Production 2\Training Run\TR Task Type Pace\Section03_AVG_End_Placeholder	
	1330084212	Section02_AVG_Start			\Andy VO Work Unit\Production 2\Training Run\TR Task Type Pace\Section02_AVG_Start	
	1342333235	AMB_Disaster_Hailstorm			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Disaster MUS Stems\AMB_Disaster_Hailstorm	
	1360645103	PowerAura_On			\Music Work Unit\Music Events\Training Run\PowerAura_On	
	1390329193	AMB_Disaster_Tornado			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Disaster MUS Stems\AMB_Disaster_Tornado	
	1540235735	Disaster02_End_SPR_Fail			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Disaster02\Disaster02_End_SPR_Fail	
	1557607833	Disaster01_Intro_AVG_1min			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Disaster01\Disaster01_Intro_AVG_1min	
	1650967064	Disaster01_End_SPR_Win			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Disaster01\Disaster01_End_SPR_Win	
	1675978556	AMB_Disaster_Volcano			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Disaster MUS Stems\AMB_Disaster_Volcano	
	1733596141	Play_Fitness_Warmup			\Andy VO Work Unit\Production 2\Training Run\Play_Fitness_Warmup	
	1759880344	Play_Fitness_Greeting			\Andy VO Work Unit\Production 2\Training Run\Play_Fitness_Greeting	
	1814695997	Disaster01_Start_AVG			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Disaster01\Disaster01_Start_AVG	
	1875709991	Disaster03_Start_INT_1min9p			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Disaster03\Disaster03_Start_INT_1min9p	
	1958912150	Play_Fitness_Sprint_02			\Andy VO Work Unit\Production 2\Training Run\Play_Fitness_Sprint_02	
	2001277922	Play_Hope_Conversation			\Andy VO Work Unit\Production 2\Training Run\Play_Hope_Conversation	
	2004707834	Disaster02_End_AVG_Win			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Disaster02\Disaster02_End_AVG_Win	
	2010489022	Tracking1_START			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Callback Events\Tracking1_START	
	2021197081	Disaster03_Intro_SPR_30s			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Disaster03\Disaster03_Intro_SPR_30s	
	2067984940	AMB_Disaster_Flashflood			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Disaster MUS Stems\AMB_Disaster_Flashflood	
	2150325418	Disaster02_Checkpoint_Win_INT			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Disaster02\Disaster02_Checkpoint_Win_INT	
	2215645252	Play_MotivMessage			\Andy VO Work Unit\Production 2\Training Run\Play_MotivMessage	
	2295898484	Tracking3_STOP			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Callback Events\Tracking3_STOP	
	2385097387	Disaster03_Start_SPR_30s			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Disaster03\Disaster03_Start_SPR_30s	
	2405173909	Disaster01_End_AVG_Win			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Disaster01\Disaster01_End_AVG_Win	
	2413614635	Disaster02_End_SPR_Win			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Disaster02\Disaster02_End_SPR_Win	
	2430634864	Baseline_Tracking_Start_30sec			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Interval Baseline\Baseline_Tracking_Start_30sec	
	2458221734	Play_Fitness_Cooldown			\Andy VO Work Unit\Production 2\Training Run\Play_Fitness_Cooldown	
	2459696323	PowerAura_Off			\Music Work Unit\Music Events\Training Run\PowerAura_Off	
	2463310277	Disaster03_Checkpoint_Fail_INT			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Disaster03\Disaster03_Checkpoint_Fail_INT	
	2465575032	Disaster01_Halfway			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Disaster01\Disaster01_Halfway	
	2475938139	Disaster02_Halfway			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Disaster02\Disaster02_Halfway	
	2536972576	Play_MotivMessage_SFX			\Andy VO Work Unit\Production 2\Training Run\Play_MotivMessage_SFX	
	2547429355	Disaster03_End_AVG_Fail			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Disaster03\Disaster03_End_AVG_Fail	
	2552006818	SetSwitch_Mission_NotDone			\Andy VO Work Unit\Production 2\Training Run\SetSwitch_Mission_NotDone	
	2647483359	Tracking2_STOP			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Callback Events\Tracking2_STOP	
	2672198231	SetSwitch_Mission_Done			\Andy VO Work Unit\Production 2\Training Run\SetSwitch_Mission_Done	
	2677447559	Section02_AVG_End			\Andy VO Work Unit\Production 2\Training Run\TR Task Type Pace\Section02_AVG_End	
	2855235532	Mixie_Melody_Greet			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Mixie_Melody_Greet	
	2860854497	SetState_Disaster_None			\Music Work Unit\Music Events\Training Run\SetState_Disaster_None	
	2879031131	Baseline_Tracking_Stop			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Interval Baseline\Baseline_Tracking_Stop	
	2921052102	Disaster03_Halfway			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Disaster03\Disaster03_Halfway	
	3041510956	Disaster02_End_AVG_Fail			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Disaster02\Disaster02_End_AVG_Fail	
	3082139540	Disaster02_Intro_AVG_1min			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Disaster02\Disaster02_Intro_AVG_1min	
	3153040163	AMB_Disaster_Mudslide			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Disaster MUS Stems\AMB_Disaster_Mudslide	
	3176201394	Disaster01_Checkpoint_Win_GEN_Section			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Disaster01\Disaster01_Checkpoint_Win_GEN_Section	
	3267391920	Disaster02_Intro_INT_1min7p			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Disaster02\Disaster02_Intro_INT_1min7p	
	3270133622	Play_Fitness_Run_End			\Andy VO Work Unit\Production 2\Training Run\Play_Fitness_Run_End	
	3286298618	Disaster01_End_SPR_Fail			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Disaster01\Disaster01_End_SPR_Fail	
	3305950897	Disaster03_Intro_INT_1min9p			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Disaster03\Disaster03_Intro_INT_1min9p	
	3329284755	Baseline_Intro			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Interval Baseline\Baseline_Intro	
	3352069566	Disaster02_Start_INT_1min7p			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Disaster02\Disaster02_Start_INT_1min7p	
	3410699052	Disaster03_End_SPR_Fail			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Disaster03\Disaster03_End_SPR_Fail	
	3462007226	Disaster01_WIN			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Interval PowerAura\Disaster01_WIN	
	3540302074	Disaster03_End_SPR_Win			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Disaster03\Disaster03_End_SPR_Win	
	3540312231	Disaster03_End_AVG_Win			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Disaster03\Disaster03_End_AVG_Win	
	3556674863	Disaster01_Checkpoint_Win_INT			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Disaster01\Disaster01_Checkpoint_Win_INT	
	3626966107	Disaster02_Checkpoint_Win_GEN_Section			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Disaster02\Disaster02_Checkpoint_Win_GEN_Section	
	3721938747	Disaster03_Intro_AVG_1min			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Disaster03\Disaster03_Intro_AVG_1min	
	3741924361	ActionLines_Pre1stTask			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\ActionLines\ActionLines_Pre1stTask	
	3807155368	Tracking3_START			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Callback Events\Tracking3_START	
	3830281917	Section03_AVG_Start			\Andy VO Work Unit\Production 2\Training Run\TR Task Type Pace\Section03_AVG_Start	
	3832286401	Disaster01_End_AVG_Fail			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Disaster01\Disaster01_End_AVG_Fail	
	3877048976	Disaster02_Intro_SPR_30s			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Disaster02\Disaster02_Intro_SPR_30s	
	3879120957	Play_Mixie_Intervals			\Music Work Unit\Music Events\Training Run\Play_Mixie_Intervals	
	3895334798	Disaster02_Start_AVG			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Disaster02\Disaster02_Start_AVG	
	3982176501	Temp_CallbackTrackingStart_02			\Music Work Unit\Music Events\Training Run\Temp_CallbackTrackingStart_02	
	3982176502	Temp_CallbackTrackingStart_01			\Music Work Unit\Music Events\Training Run\Temp_CallbackTrackingStart_01	
	3982176503	Temp_CallbackTrackingStart_00			\Music Work Unit\Music Events\Training Run\Temp_CallbackTrackingStart_00	
	3984513479	Section01_AVG_Start			\Andy VO Work Unit\Production 2\Training Run\TR Task Type Pace\Section01_AVG_Start	
	3985268102	SetState_Disaster_Tornado			\Music Work Unit\Music Events\Training Run\SetState_Disaster_Tornado	
	4058217157	ActionLines_Pre2ndTask			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\ActionLines\ActionLines_Pre2ndTask	
	4088705734	SetRTPC_MissionUpdate_1			\Andy VO Work Unit\Production 2\Training Run\SetRTPC_MissionUpdate_1	
	4127545070	ActionLinesSpecific_Grammar			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\ActionLines\ActionLinesSpecific_Grammar	
	4163195251	Tracking0_START			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Callback Events\Tracking0_START	
	4257598987	Disaster01_Checkpoint_Fail_INT			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Disaster01\Disaster01_Checkpoint_Fail_INT	
	4266708159	Disaster02_Start_SPR			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Disaster02\Disaster02_Start_SPR	
	4289113361	Mixie_Mission_Intro_Grammar			\Andy VO Work Unit\Production 2\Training Run\TR Mission Mixie 1\Mixie_Mission_Intro_Grammar	

Switch Group	ID	Name			Wwise Object Path	Notes
	300157433	Interrupted			\Andy VO Work Unit\Interrupted	
	504240042	OneSecondOrMultiSeconds			\Andy VO Work Unit\StatusVO\PaceVO\OneSecondOrMultiSeconds	
	779465698	SecondNumber			\Andy VO Work Unit\StatusVO\PaceVO\SecondNumber	
	999367376	Conversation			\Andy VO Work Unit\Conversation	
	1799562892	MinuteNumber_Baseline			\Andy VO Work Unit\StatusVO\PaceVO\MinuteNumber_Baseline	
	1924522012	ActionUpdate			\Andy VO Work Unit\StatusVO\ActionUpdate	
	2026607491	MotivationalMessage			\Andy VO Work Unit\MotivationalMessage	
	2245227230	Mission_Done_NotDone			\Andy VO Work Unit\StatusVO\Mission_Done_NotDone	
	2950090522	MinuteNumber			\Andy VO Work Unit\StatusVO\PaceVO\MinuteNumber	
	3051470618	MissionUpdate			\Andy VO Work Unit\StatusVO\MissionUpdate	
	3402276849	SecondNumber__Baseline			\Andy VO Work Unit\StatusVO\PaceVO\SecondNumber__Baseline	
	3420368188	OneSecondOrMultiSeconds_Baseline			\Andy VO Work Unit\StatusVO\PaceVO\OneSecondOrMultiSeconds_Baseline	
	3792860567	FinalResults			\Andy VO Work Unit\FinalResults	
	4025687254	MinutesToEnd			\Andy VO Work Unit\StatusVO\MinutesToEnd	

Switch	ID	Name	Switch Group			Notes
	2452206122	False	Interrupted			
	3053630529	True	Interrupted			
	655505543	OneSecond	OneSecondOrMultiSeconds			
	881254439	MultiSeconds	OneSecondOrMultiSeconds			
	3177761616	Second_08	SecondNumber			
	3177761617	Second_09	SecondNumber			
	3177761625	Second_01	SecondNumber			
	3177761626	Second_02	SecondNumber			
	3177761627	Second_03	SecondNumber			
	3177761628	Second_04	SecondNumber			
	3177761629	Second_05	SecondNumber			
	3177761630	Second_06	SecondNumber			
	3177761631	Second_07	SecondNumber			
	3194539202	Second_19	SecondNumber			
	3194539203	Second_18	SecondNumber			
	3194539208	Second_13	SecondNumber			
	3194539209	Second_12	SecondNumber			
	3194539210	Second_11	SecondNumber			
	3194539211	Second_10	SecondNumber			
	3194539212	Second_17	SecondNumber			
	3194539213	Second_16	SecondNumber			
	3194539214	Second_15	SecondNumber			
	3194539215	Second_14	SecondNumber			
	3211316918	Second_28	SecondNumber			
	3211316919	Second_29	SecondNumber			
	3211316920	Second_26	SecondNumber			
	3211316921	Second_27	SecondNumber			
	3211316922	Second_24	SecondNumber			
	3211316923	Second_25	SecondNumber			
	3211316924	Second_22	SecondNumber			
	3211316925	Second_23	SecondNumber			
	3211316926	Second_20	SecondNumber			
	3211316927	Second_21	SecondNumber			
	3228094480	Second_31	SecondNumber			
	3228094481	Second_30	SecondNumber			
	3228094482	Second_33	SecondNumber			
	3228094483	Second_32	SecondNumber			
	3228094484	Second_35	SecondNumber			
	3228094485	Second_34	SecondNumber			
	3228094486	Second_37	SecondNumber			
	3228094487	Second_36	SecondNumber			
	3228094488	Second_39	SecondNumber			
	3228094489	Second_38	SecondNumber			
	3244872064	Second_44	SecondNumber			
	3244872065	Second_45	SecondNumber			
	3244872066	Second_46	SecondNumber			
	3244872067	Second_47	SecondNumber			
	3244872068	Second_40	SecondNumber			
	3244872069	Second_41	SecondNumber			
	3244872070	Second_42	SecondNumber			
	3244872071	Second_43	SecondNumber			
	3244872076	Second_48	SecondNumber			
	3244872077	Second_49	SecondNumber			
	3261649776	Second_57	SecondNumber			
	3261649777	Second_56	SecondNumber			
	3261649778	Second_55	SecondNumber			
	3261649779	Second_54	SecondNumber			
	3261649780	Second_53	SecondNumber			
	3261649781	Second_52	SecondNumber			
	3261649782	Second_51	SecondNumber			
	3261649783	Second_50	SecondNumber			
	3261649790	Second_59	SecondNumber			
	3261649791	Second_58	SecondNumber			
	3476314365	Second	SecondNumber			
	735131720	Convo_05	Conversation			
	735131721	Convo_04	Conversation			
	735131724	Convo_01	Conversation			
	735131726	Convo_03	Conversation			
	735131727	Convo_02	Conversation			
	2924478801	Minute_01	MinuteNumber_Baseline			
	2924478802	Minute_02	MinuteNumber_Baseline			
	2924478803	Minute_03	MinuteNumber_Baseline			
	2924478804	Minute_04	MinuteNumber_Baseline			
	2924478805	Minute_05	MinuteNumber_Baseline			
	2924478806	Minute_06	MinuteNumber_Baseline			
	2924478807	Minute_07	MinuteNumber_Baseline			
	2924478808	Minute_08	MinuteNumber_Baseline			
	2924478809	Minute_09	MinuteNumber_Baseline			
	2941256384	Minute_13	MinuteNumber_Baseline			
	2941256385	Minute_12	MinuteNumber_Baseline			
	2941256386	Minute_11	MinuteNumber_Baseline			
	2941256387	Minute_10	MinuteNumber_Baseline			
	2941256388	Minute_17	MinuteNumber_Baseline			
	2941256389	Minute_16	MinuteNumber_Baseline			
	2941256390	Minute_15	MinuteNumber_Baseline			
	2941256391	Minute_14	MinuteNumber_Baseline			
	2941256394	Minute_19	MinuteNumber_Baseline			
	2941256395	Minute_18	MinuteNumber_Baseline			
	2958034096	Minute_26	MinuteNumber_Baseline			
	2958034097	Minute_27	MinuteNumber_Baseline			
	2958034098	Minute_24	MinuteNumber_Baseline			
	2958034099	Minute_25	MinuteNumber_Baseline			
	2958034100	Minute_22	MinuteNumber_Baseline			
	2958034101	Minute_23	MinuteNumber_Baseline			
	2958034102	Minute_20	MinuteNumber_Baseline			
	2958034103	Minute_21	MinuteNumber_Baseline			
	2958034110	Minute_28	MinuteNumber_Baseline			
	2958034111	Minute_29	MinuteNumber_Baseline			
	2974811689	Minute_30	MinuteNumber_Baseline			
	2999944802	Action_08	ActionUpdate			
	2999944803	Action_09	ActionUpdate			
	2999944808	Action_02	ActionUpdate			
	2999944809	Action_03	ActionUpdate			
	2999944811	Action_01	ActionUpdate			
	2999944812	Action_06	ActionUpdate			
	2999944813	Action_07	ActionUpdate			
	2999944814	Action_04	ActionUpdate			
	2999944815	Action_05	ActionUpdate			
	3016722397	Action_10	ActionUpdate			
	2684124640	Message_09	MotivationalMessage			
	2684124641	Message_08	MotivationalMessage			
	2684124648	Message_01	MotivationalMessage			
	2684124650	Message_03	MotivationalMessage			
	2684124651	Message_02	MotivationalMessage			
	2684124652	Message_05	MotivationalMessage			
	2684124653	Message_04	MotivationalMessage			
	2684124654	Message_07	MotivationalMessage			
	2684124655	Message_06	MotivationalMessage			
	687880736	NotDone	Mission_Done_NotDone			
	1861070025	Done	Mission_Done_NotDone			
	2924478803	Minute_03	MinuteNumber			
	2924478804	Minute_04	MinuteNumber			
	2924478805	Minute_05	MinuteNumber			
	2924478806	Minute_06	MinuteNumber			
	2924478807	Minute_07	MinuteNumber			
	2924478808	Minute_08	MinuteNumber			
	2924478809	Minute_09	MinuteNumber			
	2941256384	Minute_13	MinuteNumber			
	2941256385	Minute_12	MinuteNumber			
	2941256386	Minute_11	MinuteNumber			
	2941256387	Minute_10	MinuteNumber			
	2941256388	Minute_17	MinuteNumber			
	2941256389	Minute_16	MinuteNumber			
	2941256390	Minute_15	MinuteNumber			
	2941256391	Minute_14	MinuteNumber			
	2941256394	Minute_19	MinuteNumber			
	2941256395	Minute_18	MinuteNumber			
	2958034096	Minute_26	MinuteNumber			
	2958034097	Minute_27	MinuteNumber			
	2958034098	Minute_24	MinuteNumber			
	2958034099	Minute_25	MinuteNumber			
	2958034100	Minute_22	MinuteNumber			
	2958034101	Minute_23	MinuteNumber			
	2958034102	Minute_20	MinuteNumber			
	2958034103	Minute_21	MinuteNumber			
	2958034110	Minute_28	MinuteNumber			
	2958034111	Minute_29	MinuteNumber			
	2974811689	Minute_30	MinuteNumber			
	1287055489	Mission_01	MissionUpdate			
	1287055490	Mission_02	MissionUpdate			
	1287055491	Mission_03	MissionUpdate			
	1287055492	Mission_04	MissionUpdate			
	1287055493	Mission_05	MissionUpdate			
	1287055494	Mission_06	MissionUpdate			
	1287055495	Mission_07	MissionUpdate			
	1287055496	Mission_08	MissionUpdate			
	1287055497	Mission_09	MissionUpdate			
	1303833203	Mission_10	MissionUpdate			
	3177761616	Second_08	SecondNumber__Baseline			
	3177761617	Second_09	SecondNumber__Baseline			
	3177761625	Second_01	SecondNumber__Baseline			
	3177761626	Second_02	SecondNumber__Baseline			
	3177761627	Second_03	SecondNumber__Baseline			
	3177761628	Second_04	SecondNumber__Baseline			
	3177761629	Second_05	SecondNumber__Baseline			
	3177761630	Second_06	SecondNumber__Baseline			
	3177761631	Second_07	SecondNumber__Baseline			
	3194539202	Second_19	SecondNumber__Baseline			
	3194539203	Second_18	SecondNumber__Baseline			
	3194539208	Second_13	SecondNumber__Baseline			
	3194539209	Second_12	SecondNumber__Baseline			
	3194539210	Second_11	SecondNumber__Baseline			
	3194539211	Second_10	SecondNumber__Baseline			
	3194539212	Second_17	SecondNumber__Baseline			
	3194539213	Second_16	SecondNumber__Baseline			
	3194539214	Second_15	SecondNumber__Baseline			
	3194539215	Second_14	SecondNumber__Baseline			
	3211316918	Second_28	SecondNumber__Baseline			
	3211316919	Second_29	SecondNumber__Baseline			
	3211316920	Second_26	SecondNumber__Baseline			
	3211316921	Second_27	SecondNumber__Baseline			
	3211316922	Second_24	SecondNumber__Baseline			
	3211316923	Second_25	SecondNumber__Baseline			
	3211316924	Second_22	SecondNumber__Baseline			
	3211316925	Second_23	SecondNumber__Baseline			
	3211316926	Second_20	SecondNumber__Baseline			
	3211316927	Second_21	SecondNumber__Baseline			
	3228094480	Second_31	SecondNumber__Baseline			
	3228094481	Second_30	SecondNumber__Baseline			
	3228094482	Second_33	SecondNumber__Baseline			
	3228094483	Second_32	SecondNumber__Baseline			
	3228094484	Second_35	SecondNumber__Baseline			
	3228094485	Second_34	SecondNumber__Baseline			
	3228094486	Second_37	SecondNumber__Baseline			
	3228094487	Second_36	SecondNumber__Baseline			
	3228094488	Second_39	SecondNumber__Baseline			
	3228094489	Second_38	SecondNumber__Baseline			
	3244872064	Second_44	SecondNumber__Baseline			
	3244872065	Second_45	SecondNumber__Baseline			
	3244872066	Second_46	SecondNumber__Baseline			
	3244872067	Second_47	SecondNumber__Baseline			
	3244872068	Second_40	SecondNumber__Baseline			
